,complaint,impression,diagnosis,count
3135,Cardiac Arrest Death,CV Cardiac Arrest,Ventricular Fibrillation,7
3137,Cardiac Arrest Death,CV Cardiac Arrest Obvious Death,Cardiac Arrest,3
3206,Cardiac Arrest Death,Neuro Seizure,Convulsions,4
3223,Cardiac Arrest Death,Not Applicable,Cardiac Arrest,6
3230,Cardiac Arrest Death,Not Recorded,Acute Respiratory Failure,4
3233,Cardiac Arrest Death,Not Recorded,Cardiac Arrest,7
3245,Cardiac Arrest Death,Not Recorded,Poisoning By Heroin,4
3247,Cardiac Arrest Death,Not Recorded,Poisoning By Opioids,4
3249,Cardiac Arrest Death,Not Recorded,Sepsis,6
3277,Cardiac Arrest Death,Respiratory Arrest Apnea,Cardiac Arrest,3
3284,Cardiac Arrest Death,Respiratory Asphyxia Suffocation,Asphyxiation,6
3297,Cardiac Arrest Death,Syncope Syncopal Episode Or Near,Syncope And Collapse,3
3304,Chest Pain NonTraumatic,Abdominal Pain,Abdominal Pain,3
3308,Chest Pain NonTraumatic,Abdominal Pain,Chest Pain,3
3312,Chest Pain NonTraumatic,Abdominal Pain,Epigastric Pain,3
3335,Chest Pain NonTraumatic,Abuse Of Alcohol,Alcohol Dependence,4
3337,Chest Pain NonTraumatic,Abuse Of Alcohol,Chest Pain,3
3371,Chest Pain NonTraumatic,Behavioral Anxiety,Anxiety Disorder,5
3376,Chest Pain NonTraumatic,Behavioral Anxiety,Chest Pain,32
3383,Chest Pain NonTraumatic,Behavioral Anxiety,Generalized Anxiety Disorder,4
3390,Chest Pain NonTraumatic,Behavioral Anxiety,Panic Disorder [Episodic Paroxysmal Anxiety],3
3393,Chest Pain NonTraumatic,Behavioral Anxiety,Precordial Pain,3
3406,Chest Pain NonTraumatic,Behavioral Mental Disorder Not Otherwise Listed,Anxiety Disorder,3
3408,Chest Pain NonTraumatic,Behavioral Mental Disorder Not Otherwise Listed,Chest Pain,11
3434,Chest Pain NonTraumatic,Behavioral Strange Behavior,Stimulant Abuse,4
3438,Chest Pain NonTraumatic,CV Cardiac Arrest,Cardiac Arrest,3
3449,Chest Pain NonTraumatic,CV Cardiac Arrhythmia Dysrhythmia,Atrial Fibrillation,14
3452,Chest Pain NonTraumatic,CV Cardiac Arrhythmia Dysrhythmia,Chest Pain,21
3465,Chest Pain NonTraumatic,CV Cardiac Arrhythmia Dysrhythmia,Palpitations,5
3466,Chest Pain NonTraumatic,CV Cardiac Arrhythmia Dysrhythmia,Paroxysmal Atrial Fibrillation,4
3473,Chest Pain NonTraumatic,CV Cardiac Arrhythmia Dysrhythmia,Stemi Involving Coronary Artery Of Inferior Wall,3
3474,Chest Pain NonTraumatic,CV Cardiac Arrhythmia Dysrhythmia,Supraventricular Tachycardia,10
3484,Chest Pain NonTraumatic,CV Chest Pain Angina,Acute Bronchitis,3
3500,Chest Pain NonTraumatic,CV Chest Pain Angina,Chest Pain,109
3513,Chest Pain NonTraumatic,CV Chest Pain Angina,GastroEsophageal Reflux Disease,3
3520,Chest Pain NonTraumatic,CV Chest Pain Angina,NonSt Elevation Nstemi Myocardial Infarction,7
3530,Chest Pain NonTraumatic,CV Chest Pain Angina,Pleurodynia,3
3534,Chest Pain NonTraumatic,CV Chest Pain Angina,Precordial Pain,6
3535,Chest Pain NonTraumatic,CV Chest Pain Angina,Pulmonary Embolism,3
3538,Chest Pain NonTraumatic,CV Chest Pain Angina,Sepsis,3
3542,Chest Pain NonTraumatic,CV Chest Pain Angina,Stemi Involving Coronary Artery Of Inferior Wall,3
3553,Chest Pain NonTraumatic,CV Chest Pain Myocardial Infarction Nonstemi,Athscl Heart Disease Of Native Coronary Artery,4
3555,Chest Pain NonTraumatic,CV Chest Pain Myocardial Infarction Nonstemi,Chest Pain,19
3564,Chest Pain NonTraumatic,CV Chest Pain Myocardial Infarction Nonstemi,NonSt Elevation Nstemi Myocardial Infarction,5
3569,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Acute And Chronic Respiratory Failure,3
3570,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Acute Bronchitis,3
3572,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Acute Ischemic Heart Disease,3
3585,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Anxiety Disorder,3
3586,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Asthma,3
3587,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Athscl Heart Disease Of Native Cor Art,6
3589,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Atrial Fibrillation,12
3590,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Atrial Flutter,3
3598,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Chest Pain,272
3602,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Chronic Obstructive Pulmonary Disease,4
3613,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Epigastric Pain,4
3619,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,GastroEsophageal Reflux Disease,5
3620,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Generalized Anxiety Disorder,3
3625,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Hyp Hrt & Chr Kdny Dis,6
3627,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Hypertensive Heart Disease,3
3633,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Major Depressive Disorder,4
3636,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,NonSt Elevation Nstemi Myocardial Infarction,31
3642,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Palpitations,4
3644,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Paroxysmal Atrial Fibrillation,3
3648,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Pleurodynia,4
3649,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Pneumonia,5
3651,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Precordial Pain,15
3653,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Pulmonary Embolism,4
3656,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Sepsis,5
3657,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Shortness Of Breath,4
3661,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Stemi Involving Coronary Artery Of Anterior Wall,8
3662,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Stemi Involving Coronary Artery Of Inferior Wall,6
3664,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Stenosis Of Coronary Artery Stent,3
3668,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Supraventricular Tachycardia,6
3677,Chest Pain NonTraumatic,CV Chest Pain Presumed Cardiac,Type 2 Diabetes Mellitus,3
3685,Chest Pain NonTraumatic,CV Chest Pain Stemi Of Anterior Wall,Chest Pain,3
3695,Chest Pain NonTraumatic,CV Chest Pain Stemi Of Inferior Wall,Stemi Involving Coronary Artery Of Inferior Wall,5
3703,Chest Pain NonTraumatic,CV Chest Pain Stemi Of Sites,Stemi Involving Coronary Artery Of Anterior Wall,3
3704,Chest Pain NonTraumatic,CV Chest Pain Stemi Of Sites,Stemi Involving Coronary Artery Of Inferior Wall,3
3727,Chest Pain NonTraumatic,Chest Pain,Acute Bronchitis,5
3730,Chest Pain NonTraumatic,Chest Pain,Acute Ischemic Heart Disease,5
3740,Chest Pain NonTraumatic,Chest Pain,Anxiety Disorder,6
3741,Chest Pain NonTraumatic,Chest Pain,Athscl Heart Disease Of Native Cor Art,5
3742,Chest Pain NonTraumatic,Chest Pain,Athscl Heart Disease Of Native Coronary Artery,4
3743,Chest Pain NonTraumatic,Chest Pain,Atrial Fibrillation,6
3750,Chest Pain NonTraumatic,Chest Pain,Calculus Of Gallbladder,4
3752,Chest Pain NonTraumatic,Chest Pain,Chest Pain,186
3753,Chest Pain NonTraumatic,Chest Pain,Chondrocostal Junction Syndrome [Tietze],4
3766,Chest Pain NonTraumatic,Chest Pain,Dyspnea,3
3768,Chest Pain NonTraumatic,Chest Pain,Essential Primary Hypertension,4
3776,Chest Pain NonTraumatic,Chest Pain,Generalized Anxiety Disorder,3
3781,Chest Pain NonTraumatic,Chest Pain,Hyp Hrt & Chr Kdny Dis,4
3789,Chest Pain NonTraumatic,Chest Pain,Major Depressive Disorder,3
3794,Chest Pain NonTraumatic,Chest Pain,NonSt Elevation Nstemi Myocardial Infarction,21
3801,Chest Pain NonTraumatic,Chest Pain,Palpitations,7
3808,Chest Pain NonTraumatic,Chest Pain,Pleurodynia,4
3809,Chest Pain NonTraumatic,Chest Pain,Pneumonia,4
3811,Chest Pain NonTraumatic,Chest Pain,Precordial Pain,8
3813,Chest Pain NonTraumatic,Chest Pain,Pulmonary Embolism,9
3820,Chest Pain NonTraumatic,Chest Pain,Sepsis,6
3823,Chest Pain NonTraumatic,Chest Pain,St Elevation Stemi Myocardial Infarction Of Site,6
3824,Chest Pain NonTraumatic,Chest Pain,Stemi Involving Anterior Descending Coronary Artery,5
3826,Chest Pain NonTraumatic,Chest Pain,Stemi Involving Coronary Artery Of Anterior Wall,9
3827,Chest Pain NonTraumatic,Chest Pain,Stemi Involving Coronary Artery Of Inferior Wall,12
3831,Chest Pain NonTraumatic,Chest Pain,Strain Of Musclele And Tendon Of Front Wall Of Thorax,4
3833,Chest Pain NonTraumatic,Chest Pain,Syncope And Collapse,4
3844,Chest Pain NonTraumatic,Chest Pain On Breathing,Chest Pain,8
3875,Chest Pain NonTraumatic,Fever,Sepsis,4
3878,Chest Pain NonTraumatic,GI GU Abdominal Pain Acute Onset,Abdominal Pain,3
3880,Chest Pain NonTraumatic,GI GU Abdominal Pain Acute Onset,Calculus Of Gallbladder,4
3902,Chest Pain NonTraumatic,GI GU Generalized Abdominal Pain,Abdominal Pain,4
3907,Chest Pain NonTraumatic,GI GU Generalized Abdominal Pain,Chest Pain,6
3912,Chest Pain NonTraumatic,GI GU Generalized Abdominal Pain,Dvtrcli Of Lg Int,3
3913,Chest Pain NonTraumatic,GI GU Generalized Abdominal Pain,Epigastric Pain,4
3917,Chest Pain NonTraumatic,GI GU Generalized Abdominal Pain,Generalized Abdominal Pain,4
3953,Chest Pain NonTraumatic,General Malaise,Chest Pain,4
3984,Chest Pain NonTraumatic,Infectious Pneumonia,Sepsis,3
4019,Chest Pain NonTraumatic,Neuro Altered Mental Status Altered Loc Decreased Loc,Chest Pain,3
4031,Chest Pain NonTraumatic,Neuro Altered Mental Status Altered Loc Decreased Loc,Syncope And Collapse,3
4058,Chest Pain NonTraumatic,Not Applicable,Chest Pain,16
4062,Chest Pain NonTraumatic,Not Applicable,NonSt Elevation Nstemi Myocardial Infarction,3
4079,Chest Pain NonTraumatic,Not Recorded,Alcohol Dependence,4
4090,Chest Pain NonTraumatic,Not Recorded,Chest Pain,67
4092,Chest Pain NonTraumatic,Not Recorded,Chronic Obstructive Pulmonary Disease,3
4110,Chest Pain NonTraumatic,Not Recorded,GastroEsophageal Reflux Disease,3
4125,Chest Pain NonTraumatic,Not Recorded,NonSt Elevation Nstemi Myocardial Infarction,10
4129,Chest Pain NonTraumatic,Not Recorded,Paroxysmal Atrial Fibrillation,3
4133,Chest Pain NonTraumatic,Not Recorded,Precordial Pain,4
4139,Chest Pain NonTraumatic,Not Recorded,Sepsis,7
4150,Chest Pain NonTraumatic,Not Recorded,Thrombosis,3
4159,Chest Pain NonTraumatic,Pain,Chest Pain,5
4185,Chest Pain NonTraumatic,Pain Back Nontraumatic,Dorsalgia,3
4193,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,Abdominal Pain,3
4196,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,Acute Bronchitis,3
4205,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,Anxiety Disorder,5
4210,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,Chest Pain,90
4223,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,Dizziness And Giddiness,3
4247,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,NonSt Elevation Nstemi Myocardial Infarction,6
4254,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,Pleurisy,3
4255,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,Pleurodynia,3
4256,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,Pneumonia,3
4257,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,Precordial Pain,6
4261,Chest Pain NonTraumatic,Pain Chest Presumed Noncardiac,Sepsis,9
4284,Chest Pain NonTraumatic,Pain Not Elsewhere Mentioned Sudden Onset,Chest Pain,5
4305,Chest Pain NonTraumatic,Respiratory Acute Onset Distress,Atrial Fibrillation,3
4309,Chest Pain NonTraumatic,Respiratory Acute Onset Distress,Chest Pain,7
4310,Chest Pain NonTraumatic,Respiratory Acute Onset Distress,Chronic Obstructive Pulmonary Disease,4
4321,Chest Pain NonTraumatic,Respiratory Acute Onset Distress,Pneumonia,5
4322,Chest Pain NonTraumatic,Respiratory Acute Onset Distress,Sepsis,9
4358,Chest Pain NonTraumatic,Shoulder Lesions Shoulder,Chest Pain,10
4376,Chest Pain NonTraumatic,Syncope Syncopal Episode Or Near,Syncope And Collapse,6
4390,Chest Pain NonTraumatic,Weakness,Chest Pain,15
4392,Chest Pain NonTraumatic,Weakness,Dizziness And Giddiness,3
4411,Chest Pain NonTraumatic,Weakness,Pneumonia,3
4413,Chest Pain NonTraumatic,Weakness,Sepsis,3
4422,Chest Pain NonTraumatic,Weakness,Weakness,4
4442,Choking,GI GU Esophageal Obstruction,Food In Esophagus Causing Injury,3
4487,Choking,Respiratory Foreign Body Airway,Food In Esophagus Causing Injury,6
4489,Choking,Respiratory Foreign Body Airway,Food In Resp Tract,3
4502,Convulsions Seizure,Abuse Of Alcohol,Alcohol Abuse,6
4503,Convulsions Seizure,Abuse Of Alcohol,Alcohol Dependence,19
4517,Convulsions Seizure,Abuse Of Alcohol Withdrawal,Alcohol Dependence,10
4518,Convulsions Seizure,Abuse Of Alcohol Withdrawal,Convulsions,3
4530,Convulsions Seizure,Abuse Of Psychoactive Substance,Alcohol Dependence,5
4567,Convulsions Seizure,Behavioral Mental Disorder Not Otherwise Listed,Alcohol Abuse,3
4573,Convulsions Seizure,Behavioral Mental Disorder Not Otherwise Listed,Conversion Disorder,3
4574,Convulsions Seizure,Behavioral Mental Disorder Not Otherwise Listed,Convulsions,11
4575,Convulsions Seizure,Behavioral Mental Disorder Not Otherwise Listed,Epilepsy,5
4577,Convulsions Seizure,Behavioral Mental Disorder Not Otherwise Listed,Major Depressive Disorder,7
4599,Convulsions Seizure,Behavioral Suicidal Homicidal Ideation,Suicidal Ideations,3
4603,Convulsions Seizure,CV Cardiac Arrest,Cardiac Arrest,5
4622,Convulsions Seizure,Convulsions,Alcohol Abuse,6
4623,Convulsions Seizure,Convulsions,Alcohol Dependence,21
4628,Convulsions Seizure,Convulsions,Anxiety Disorder,3
4638,Convulsions Seizure,Convulsions,Conversion Disorder,8
4639,Convulsions Seizure,Convulsions,Convulsions,120
4652,Convulsions Seizure,Convulsions,Epilepsy,154
4656,Convulsions Seizure,Convulsions,Generalized Epilepsy,14
4661,Convulsions Seizure,Convulsions,Hypoglycemia,3
4662,Convulsions Seizure,Convulsions,Injury Of Head,3
4664,Convulsions Seizure,Convulsions,Laceration ,3
4665,Convulsions Seizure,Convulsions,LocalRel Symptc Epi,6
4685,Convulsions Seizure,Convulsions,Seizures,12
4686,Convulsions Seizure,Convulsions,Sepsis,3
4688,Convulsions Seizure,Convulsions,Simple Febrile Convulsions,14
4693,Convulsions Seizure,Convulsions,Syncope And Collapse,16
4711,Convulsions Seizure,Endocrine Hypoglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,4
4719,Convulsions Seizure,Epilepsy And Recurrent Seizures,Convulsions,7
4720,Convulsions Seizure,Epilepsy And Recurrent Seizures,Epilepsy,18
4721,Convulsions Seizure,Epilepsy And Recurrent Seizures,Generalized Epilepsy,3
4727,Convulsions Seizure,Epilepsy And Recurrent Seizures,Seizures,7
4733,Convulsions Seizure,Fever,Fever,4
4735,Convulsions Seizure,Fever,Simple Febrile Convulsions,8
4754,Convulsions Seizure,General Malaise,Anxiety Disorder,4
4778,Convulsions Seizure,Injury Head,Laceration ,3
4799,Convulsions Seizure,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Dependence,4
4800,Convulsions Seizure,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,4
4808,Convulsions Seizure,Neuro Altered Mental Status Altered Loc Decreased Loc,Convulsions,28
4812,Convulsions Seizure,Neuro Altered Mental Status Altered Loc Decreased Loc,Epilepsy,38
4814,Convulsions Seizure,Neuro Altered Mental Status Altered Loc Decreased Loc,Generalized Epilepsy,11
4821,Convulsions Seizure,Neuro Altered Mental Status Altered Loc Decreased Loc,Laceration ,4
4835,Convulsions Seizure,Neuro Altered Mental Status Altered Loc Decreased Loc,Seizures,4
4840,Convulsions Seizure,Neuro Altered Mental Status Altered Loc Decreased Loc,Syncope And Collapse,6
4865,Convulsions Seizure,Neuro Seizure,Acute Respiratory Failure,3
4867,Convulsions Seizure,Neuro Seizure,Alcohol Abuse,5
4868,Convulsions Seizure,Neuro Seizure,Alcohol Dependence,21
4873,Convulsions Seizure,Neuro Seizure,Altered Mental Status,5
4874,Convulsions Seizure,Neuro Seizure,Anxiety Disorder,7
4881,Convulsions Seizure,Neuro Seizure,Cerebral Infarction,3
4883,Convulsions Seizure,Neuro Seizure,Chest Pain,4
4886,Convulsions Seizure,Neuro Seizure,Complex Febrile Convulsions,6
4890,Convulsions Seizure,Neuro Seizure,Contusion Of Head,3
4893,Convulsions Seizure,Neuro Seizure,Conversion Disorder,10
4894,Convulsions Seizure,Neuro Seizure,Convulsions,176
4898,Convulsions Seizure,Neuro Seizure,Diseases Of The Nervous Sys Comp Pregnancy,3
4904,Convulsions Seizure,Neuro Seizure,Epidural Hemorrhage,3
4905,Convulsions Seizure,Neuro Seizure,Epigastric Pain,3
4906,Convulsions Seizure,Neuro Seizure,Epilepsy,241
4907,Convulsions Seizure,Neuro Seizure,Epileptic Seiz Rel To Extrn Causes,3
4921,Convulsions Seizure,Neuro Seizure,Generalized Anxiety Disorder,6
4922,Convulsions Seizure,Neuro Seizure,Generalized Epilepsy,48
4925,Convulsions Seizure,Neuro Seizure,Headache,8
4928,Convulsions Seizure,Neuro Seizure,HypoOsmolality And Hyponatremia,3
4930,Convulsions Seizure,Neuro Seizure,Injury Of Head,4
4933,Convulsions Seizure,Neuro Seizure,Intracranial Injury,3
4934,Convulsions Seizure,Neuro Seizure,Laceration ,10
4935,Convulsions Seizure,Neuro Seizure,LocalRel Symptc Epi,7
4939,Convulsions Seizure,Neuro Seizure,Malingerer [Conscious Simulation],3
4954,Convulsions Seizure,Neuro Seizure,Poisoning By Benzodiazepines,3
4955,Convulsions Seizure,Neuro Seizure,Poisoning By Drug Meds Biol Subst,3
4965,Convulsions Seizure,Neuro Seizure,Sedatv Hyp Anxiolytc Dependence,4
4966,Convulsions Seizure,Neuro Seizure,Seizures,35
4967,Convulsions Seizure,Neuro Seizure,Sepsis,5
4969,Convulsions Seizure,Neuro Seizure,Simple Febrile Convulsions,32
4974,Convulsions Seizure,Neuro Seizure,Stimulant Abuse,3
4978,Convulsions Seizure,Neuro Seizure,Syncope And Collapse,22
4983,Convulsions Seizure,Neuro Seizure,Traumatic Subdr Hem,4
4984,Convulsions Seizure,Neuro Seizure,Tremor,5
4987,Convulsions Seizure,Neuro Seizure,Urinary Tract Infection,4
4989,Convulsions Seizure,Neuro Seizure,Viral Intestinal Infection,3
4997,Convulsions Seizure,Neuro Status Epilepticus Seizure,Convulsions,17
4999,Convulsions Seizure,Neuro Status Epilepticus Seizure,Epilepsy,31
5009,Convulsions Seizure,Neuro Status Epilepticus Seizure,Seizures,4
5034,Convulsions Seizure,Not Applicable,Convulsions,6
5036,Convulsions Seizure,Not Applicable,Epilepsy,6
5048,Convulsions Seizure,Not Recorded,Alcohol Dependence,5
5056,Convulsions Seizure,Not Recorded,Convulsions,45
5063,Convulsions Seizure,Not Recorded,Epilepsy,39
5067,Convulsions Seizure,Not Recorded,Generalized Epilepsy,5
5077,Convulsions Seizure,Not Recorded,LocalRel Symptc Epi,4
5090,Convulsions Seizure,Not Recorded,Sedatv Hyp Anxiolytc Dependence,4
5092,Convulsions Seizure,Not Recorded,Simple Febrile Convulsions,5
5093,Convulsions Seizure,Not Recorded,Syncope And Collapse,8
5141,Convulsions Seizure,Seizures,Simple Febrile Convulsions,4
5146,Convulsions Seizure,Shoulder Lesions Shoulder,Alcohol Dependence,4
5167,Convulsions Seizure,Syncope Syncopal Episode Or Near,Convulsions,12
5175,Convulsions Seizure,Syncope Syncopal Episode Or Near,NonSt Elevation Nstemi Myocardial Infarction,3
5180,Convulsions Seizure,Syncope Syncopal Episode Or Near,Syncope And Collapse,19
5192,Convulsions Seizure,Weakness,Convulsions,8
5194,Convulsions Seizure,Weakness,Epilepsy,10
5207,Convulsions Seizure,Weakness,Syncope And Collapse,7
