,complaint,impression,diagnosis,count
1636,Breathing Problem,Behavioral Mental Disorder Not Otherwise Listed,Chronic Obstructive Pulmonary Disease,3
1638,Breathing Problem,Behavioral Mental Disorder Not Otherwise Listed,Disorientation,2
1648,Breathing Problem,Behavioral Mental Disorder Not Otherwise Listed,Major Depressive Disorder,3
1650,Breathing Problem,Behavioral Mental Disorder Not Otherwise Listed,Panic Disorder [Episodic Paroxysmal Anxiety],5
1653,Breathing Problem,Behavioral Mental Disorder Not Otherwise Listed,Psychoactive Substance Abuse,3
1659,Breathing Problem,Behavioral Mental Disorder Not Otherwise Listed,Stimulant Abuse,3
1675,Breathing Problem,CV Cardiac Arrest,Cardiac Arrest,14
1680,Breathing Problem,CV Cardiac Arrhythmia Dysrhythmia,Atrial Fibrillation,4
1683,Breathing Problem,CV Cardiac Arrhythmia Dysrhythmia,Cardiac Arrest,2
1686,Breathing Problem,CV Cardiac Arrhythmia Dysrhythmia,Chest Pain,3
1694,Breathing Problem,CV Cardiac Arrhythmia Dysrhythmia,Persistent Atrial Fibrillation,2
1695,Breathing Problem,CV Cardiac Arrhythmia Dysrhythmia,Saddle Embolus Of Pulmonary Artery,2
1705,Breathing Problem,CV Chest Pain Angina,Chest Pain,3
1709,Breathing Problem,CV Chest Pain Myocardial Infarction Nonstemi,Chest Pain,2
1717,Breathing Problem,CV Chest Pain Presumed Cardiac,Chest Pain,11
1727,Breathing Problem,CV Chest Pain Presumed Cardiac,Sepsis,2
1730,Breathing Problem,CV Chest Pain Presumed Cardiac,Weakness,2
1739,Breathing Problem,CV Congestive Heart Failure Chf,Hyp Hrt & Chr Kdny Dis,2
1740,Breathing Problem,CV Congestive Heart Failure Chf,Hypertensive Heart Disease,3
1741,Breathing Problem,CV Congestive Heart Failure Chf,Hypokalemia,2
1744,Breathing Problem,CV Congestive Heart Failure Chf,Sepsis,4
1760,Breathing Problem,CV Hypotension,Dehydration,3
1762,Breathing Problem,CV Hypotension,Sepsis,2
1763,Breathing Problem,CV Hypotension,Syncope And Collapse,2
1765,Breathing Problem,CV Pulmonary Embolism,Cardiac Arrest,2
1766,Breathing Problem,CV Pulmonary Embolism,Chest Pain,2
1767,Breathing Problem,CV Pulmonary Embolism,Pulmonary Embolism,3
1774,Breathing Problem,Chest Pain,Chest Pain,11
1787,Breathing Problem,Chest Pain,Sepsis,2
1793,Breathing Problem,Chronic Obstructive Pulmonary Disease,Acute And Chronic Respiratory Failure,4
1794,Breathing Problem,Chronic Obstructive Pulmonary Disease,Chest Pain,2
1795,Breathing Problem,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,5
1796,Breathing Problem,Chronic Obstructive Pulmonary Disease,Dyspnea,2
1797,Breathing Problem,Chronic Obstructive Pulmonary Disease,Hyp Hrt & Chr Kdny Dis,2
1800,Breathing Problem,Chronic Obstructive Pulmonary Disease,Sepsis,3
1804,Breathing Problem,Convulsions,Epilepsy,3
1818,Breathing Problem,Depressive Episodes,Major Depressive Disorder,2
1824,Breathing Problem,Endocrine Hyperglycemia Diabetic Diabetes,Diabetes Mellitus,2
1831,Breathing Problem,Endocrine Hyperglycemia Diabetic Diabetes,Type 1 Diabetes Mellitus,3
1832,Breathing Problem,Endocrine Hyperglycemia Diabetic Diabetes,Type 2 Diabetes Mellitus,2
1842,Breathing Problem,Environment Poisoning Drug Ingestion Overdose,Sepsis,2
1843,Breathing Problem,Environment Poisoning Drug Ingestion Overdose,Toxic Effect Of Gases,2
1856,Breathing Problem,Fever,Pneumonia,6
1858,Breathing Problem,Fever,Sepsis,12
1859,Breathing Problem,Fever,Simple Febrile Convulsions,3
1864,Breathing Problem,GI GU Abdominal Pain Acute Onset,Alcohol Induced Acute Pancreatitis,2
1871,Breathing Problem,GI GU Abdominal Pain Acute Onset,Epigastric Pain,2
1872,Breathing Problem,GI GU Abdominal Pain Acute Onset,Generalized Abdominal Pain,4
1875,Breathing Problem,GI GU Abdominal Pain Acute Onset,Sepsis,2
1882,Breathing Problem,GI GU Generalized Abdominal Pain,Calculus Of Gallbladder,2
1885,Breathing Problem,GI GU Generalized Abdominal Pain,Epigastric Pain,3
1895,Breathing Problem,GI GU Generalized Abdominal Pain,Nausea,2
1901,Breathing Problem,GI GU Generalized Abdominal Pain,Sepsis,2
1911,Breathing Problem,GI GU Nausea,Abdominal Pain,2
1915,Breathing Problem,GI GU Nausea,Cyclical Vomiting,2
1918,Breathing Problem,GI GU Nausea,Nausea,2
1921,Breathing Problem,GI GU Nausea,Sepsis,3
1925,Breathing Problem,GI GU Nausea With Vomiting,Nausea,2
1928,Breathing Problem,GI GU Nausea With Vomiting,Sepsis,2
1933,Breathing Problem,General Malaise,Acute And Chronic Respiratory Failure,2
1940,Breathing Problem,General Malaise,Chronic Obstructive Pulmonary Disease,2
1947,Breathing Problem,General Malaise,Pneumonia,3
1948,Breathing Problem,General Malaise,Sepsis,5
1959,Breathing Problem,Gi Bleed Hematemesis Vomiting Blood Blood In Vomit,Psychoactive Substance Use,2
1960,Breathing Problem,Gi Bleed Hematemesis Vomiting Blood Blood In Vomit,Stimulant Abuse,2
1970,Breathing Problem,Infectious Bronchitis Acute,Asthma,2
1988,Breathing Problem,Infectious Croup,Acute Obstructive Laryngitis [Croup],10
1993,Breathing Problem,Infectious Disease,Sepsis,2
1999,Breathing Problem,Infectious Influenza Flu Like Symptoms,Sepsis,2
2001,Breathing Problem,Infectious Pneumonia,Acute And Chronic Respiratory Failure,3
2003,Breathing Problem,Infectious Pneumonia,Acute Respiratory Failure,3
2006,Breathing Problem,Infectious Pneumonia,Bronchitis,3
2008,Breathing Problem,Infectious Pneumonia,Chronic Obstructive Pulmonary Disease,5
2013,Breathing Problem,Infectious Pneumonia,Hypertensive Heart Disease,2
2015,Breathing Problem,Infectious Pneumonia,NonSt Elevation Nstemi Myocardial Infarction,3
2017,Breathing Problem,Infectious Pneumonia,Pneumonia,4
2022,Breathing Problem,Infectious Pneumonia,Sepsis,21
2024,Breathing Problem,Infectious Pneumonia,Viral Infection,2
2028,Breathing Problem,Infectious Sepsis,Sepsis,10
2050,Breathing Problem,Injury Not Otherwise Listed,Injury Of Head,2
2054,Breathing Problem,Injury Not Otherwise Listed,Syncope And Collapse,2
2063,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute And Chronic Respiratory Failure,3
2064,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute Kidney Failure,3
2066,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Acute Respiratory Failure,5
2067,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Abuse,5
2068,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Alcohol Dependence,2
2069,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Altered Mental Status,8
2071,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Anxiety Disorder,7
2078,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Chronic Obstructive Pulmonary Disease,3
2079,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Convulsions,3
2082,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Dyspnea,2
2083,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Encephalopathy,2
2089,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Generalized Anxiety Disorder,2
2104,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Pneumonia,2
2106,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Poisoning By 4Aminophenol Derivatives,2
2111,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Sepsis,14
2112,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Shortness Of Breath,2
2113,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Syncope And Collapse,4
2115,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Toxic Encephalopathy,2
2117,Breathing Problem,Neuro Altered Mental Status Altered Loc Decreased Loc,Traumatic Subdr Hem,2
2123,Breathing Problem,Neuro Headache Migraine Pain,Headache,2
2134,Breathing Problem,Neuro Paraplegia Paralysis,Pneumonitis,4
2138,Breathing Problem,Neuro Seizure,Convulsions,2
2141,Breathing Problem,Neuro Seizure,Epilepsy,5
2144,Breathing Problem,Neuro Seizure,Poisoning By Drug Meds Biol Subst,2
2145,Breathing Problem,Neuro Seizure,Seizures,3
2147,Breathing Problem,Neuro Seizure,Simple Febrile Convulsions,6
2153,Breathing Problem,Neuro Stroke CVa,Cerebral Infarction D T Occls Or Stenos Of Mid Cerebral Art,2
2179,Breathing Problem,Not Applicable,Chest Pain,2
2180,Breathing Problem,Not Applicable,Chronic Obstructive Pulmonary Disease,4
2183,Breathing Problem,Not Applicable,Dyspnea,3
2186,Breathing Problem,Not Applicable,Food In Resp Tract,2
2194,Breathing Problem,Not Applicable,Pain In Shoulder,2
2195,Breathing Problem,Not Applicable,Pain In Thoracic Spine,3
2196,Breathing Problem,Not Applicable,Pneumonia,2
2198,Breathing Problem,Not Applicable,Rash And Nonspecific Skin Eruption,2
2200,Breathing Problem,Not Applicable,Sepsis,2
2201,Breathing Problem,Not Applicable,Shortness Of Breath,3
2202,Breathing Problem,Not Applicable,Simple Febrile Convulsions,2
2204,Breathing Problem,Not Applicable,Urticaria,2
2207,Breathing Problem,Not Recorded,Acute And Chronic Respiratory Failure,9
2208,Breathing Problem,Not Recorded,Acute Bronchiolitis,3
2210,Breathing Problem,Not Recorded,Acute Laryngotracheitis,2
2214,Breathing Problem,Not Recorded,Acute Respiratory Failure,3
2218,Breathing Problem,Not Recorded,Anxiety Disorder,2
2220,Breathing Problem,Not Recorded,Asthma,7
2225,Breathing Problem,Not Recorded,Cardiac Arrest,2
2229,Breathing Problem,Not Recorded,Chest Pain,7
2230,Breathing Problem,Not Recorded,Chronic Obstructive Pulmonary Disease,18
2237,Breathing Problem,Not Recorded,Diseases Of Vocal Cords,2
2239,Breathing Problem,Not Recorded,Dyspnea,2
2245,Breathing Problem,Not Recorded,Generalized Abdominal Pain,2
2246,Breathing Problem,Not Recorded,Generalized Anxiety Disorder,2
2251,Breathing Problem,Not Recorded,Hyp Hrt & Chr Kdny Dis,4
2252,Breathing Problem,Not Recorded,Hypertensive Heart Disease,6
2261,Breathing Problem,Not Recorded,NonSt Elevation Nstemi Myocardial Infarction,5
2262,Breathing Problem,Not Recorded,Noninfective Gastroenteritis And Colitis,2
2266,Breathing Problem,Not Recorded,Paroxysmal Atrial Fibrillation,3
2269,Breathing Problem,Not Recorded,Pneumonia,6
2274,Breathing Problem,Not Recorded,Pulmonary Embolism,2
2277,Breathing Problem,Not Recorded,Sepsis,26
2278,Breathing Problem,Not Recorded,Severe Persistent Asthma,2
2279,Breathing Problem,Not Recorded,Shortness Of Breath,5
2280,Breathing Problem,Not Recorded,Simple Febrile Convulsions,3
2281,Breathing Problem,Not Recorded,Stemi Involving Coronary Artery Of Anterior Wall,2
2287,Breathing Problem,Not Recorded,Urinary Tract Infection,2
2289,Breathing Problem,Not Recorded,Ventricular Tachycardia,2
2290,Breathing Problem,Not Recorded,Weakness,3
2293,Breathing Problem,Opioid Abuse,Sepsis,2
2301,Breathing Problem,Pain,Chest Pain,2
2304,Breathing Problem,Pain,Dorsalgia,2
2315,Breathing Problem,Pain,Sepsis,3
2327,Breathing Problem,Pain Back Nontraumatic,Intervertebral Disc Disorder,2
2329,Breathing Problem,Pain Back Nontraumatic,Low Back Pain,2
2335,Breathing Problem,Pain Back Nontraumatic,Viral Infection,2
2337,Breathing Problem,Pain Chest Presumed Noncardiac,Abdominal Pain,2
2345,Breathing Problem,Pain Chest Presumed Noncardiac,Calculus Of Gallbladder,2
2346,Breathing Problem,Pain Chest Presumed Noncardiac,Chest Pain,7
2350,Breathing Problem,Pain Chest Presumed Noncardiac,Depressive Episodes,2
2352,Breathing Problem,Pain Chest Presumed Noncardiac,Dyspnea,3
2361,Breathing Problem,Pain Chest Presumed Noncardiac,Pneumonia,2
2382,Breathing Problem,Pain Not Elsewhere Mentioned Sudden Onset,Chest Pain,2
2388,Breathing Problem,Pain Not Elsewhere Mentioned Sudden Onset,Gout,2
2405,Breathing Problem,Resp Abnormal Breathing Hypoxia,Acute Obstructive Laryngitis [Croup],2
2410,Breathing Problem,Resp Abnormal Breathing Hypoxia,Asthma,2
2414,Breathing Problem,Resp Abnormal Breathing Hypoxia,Chronic Obstructive Pulmonary Disease,4
2417,Breathing Problem,Resp Abnormal Breathing Hypoxia,Flu,2
2420,Breathing Problem,Resp Abnormal Breathing Hypoxia,Hypertensive Heart Disease,5
2427,Breathing Problem,Resp Abnormal Breathing Hypoxia,Sepsis,10
2435,Breathing Problem,Respiratory Acute Onset Distress,Abnormalities Of Breathing,2
2436,Breathing Problem,Respiratory Acute Onset Distress,Acute And Chronic Respiratory Failure,50
2437,Breathing Problem,Respiratory Acute Onset Distress,Acute Bronchiolitis,13
2438,Breathing Problem,Respiratory Acute Onset Distress,Acute Bronchitis,11
2441,Breathing Problem,Respiratory Acute Onset Distress,Acute Kidney Failure,3
2442,Breathing Problem,Respiratory Acute Onset Distress,Acute Laryngotracheitis,2
2443,Breathing Problem,Respiratory Acute Onset Distress,Acute Obstructive Laryngitis [Croup],19
2444,Breathing Problem,Respiratory Acute Onset Distress,Acute On Chronic Combined Systolic And Diastolic Hrt Fail,3
2445,Breathing Problem,Respiratory Acute Onset Distress,Acute On Chronic Diastolic Congestive Heart Failure,5
2446,Breathing Problem,Respiratory Acute Onset Distress,Acute On Chronic Systolic Congestive Heart Failure,6
2448,Breathing Problem,Respiratory Acute Onset Distress,Acute Postprocedural Pain,2
2449,Breathing Problem,Respiratory Acute Onset Distress,Acute Pyelonephritis,2
2450,Breathing Problem,Respiratory Acute Onset Distress,Acute Respiratory Failure,42
2451,Breathing Problem,Respiratory Acute Onset Distress,Acute Respiratory Infection,10
2455,Breathing Problem,Respiratory Acute Onset Distress,Anaphylactic Reaction,2
2458,Breathing Problem,Respiratory Acute Onset Distress,Anxiety Disorder,9
2460,Breathing Problem,Respiratory Acute Onset Distress,Apnea Of Newborn,2
2461,Breathing Problem,Respiratory Acute Onset Distress,Asthma,24
2463,Breathing Problem,Respiratory Acute Onset Distress,Atrial Fibrillation,2
2467,Breathing Problem,Respiratory Acute Onset Distress,Bacterial Pneumonia,5
2469,Breathing Problem,Respiratory Acute Onset Distress,Cardiac Arrest,9
2470,Breathing Problem,Respiratory Acute Onset Distress,Cellulitis Of Limb,4
2472,Breathing Problem,Respiratory Acute Onset Distress,Chest Pain,9
2474,Breathing Problem,Respiratory Acute Onset Distress,Chronic Obstructive Pulmonary Disease,102
2477,Breathing Problem,Respiratory Acute Onset Distress,Chronic Pulmonary Edema,3
2478,Breathing Problem,Respiratory Acute Onset Distress,Chronic Respiratory Failure,2
2481,Breathing Problem,Respiratory Acute Onset Distress,Contusion Of Front Wall Of Thorax,2
2484,Breathing Problem,Respiratory Acute Onset Distress,Cough,2
2487,Breathing Problem,Respiratory Acute Onset Distress,Diseases Of Vocal Cords,2
2488,Breathing Problem,Respiratory Acute Onset Distress,Dizziness And Giddiness,3
2489,Breathing Problem,Respiratory Acute Onset Distress,Dyspnea,17
2493,Breathing Problem,Respiratory Acute Onset Distress,Encephalopathy,2
2497,Breathing Problem,Respiratory Acute Onset Distress,Epistaxis,3
2499,Breathing Problem,Respiratory Acute Onset Distress,Flu,2
2502,Breathing Problem,Respiratory Acute Onset Distress,Forn Obj In Resp Tract,3
2503,Breathing Problem,Respiratory Acute Onset Distress,Fracture Of Head Of Radius,2
2507,Breathing Problem,Respiratory Acute Onset Distress,Generalized Anxiety Disorder,2
2509,Breathing Problem,Respiratory Acute Onset Distress,Headache,2
2511,Breathing Problem,Respiratory Acute Onset Distress,Heart Failure,5
2512,Breathing Problem,Respiratory Acute Onset Distress,Hepatic Failure,2
2515,Breathing Problem,Respiratory Acute Onset Distress,Hyp Hrt & Chr Kdny Dis,21
2517,Breathing Problem,Respiratory Acute Onset Distress,Hypertensive Emergency,2
2518,Breathing Problem,Respiratory Acute Onset Distress,Hypertensive Heart Disease,24
2522,Breathing Problem,Respiratory Acute Onset Distress,Hypoxemia,9
2523,Breathing Problem,Respiratory Acute Onset Distress,I I React D T Indwelling Urethral Catheter,2
2534,Breathing Problem,Respiratory Acute Onset Distress,Major Depressive Disorder,2
2544,Breathing Problem,Respiratory Acute Onset Distress,Moderate Persistent Asthma,6
2549,Breathing Problem,Respiratory Acute Onset Distress,NonSt Elevation Nstemi Myocardial Infarction,13
2555,Breathing Problem,Respiratory Acute Onset Distress,Palpitations,3
2561,Breathing Problem,Respiratory Acute Onset Distress,Pleural Effusion,2
2562,Breathing Problem,Respiratory Acute Onset Distress,Pleurisy,2
2563,Breathing Problem,Respiratory Acute Onset Distress,Pleurodynia,2
2564,Breathing Problem,Respiratory Acute Onset Distress,Pneumonia,38
2565,Breathing Problem,Respiratory Acute Onset Distress,Pneumonitis,7
2566,Breathing Problem,Respiratory Acute Onset Distress,Pneumothorax,3
2570,Breathing Problem,Respiratory Acute Onset Distress,Pulmonary Embolism,14
2571,Breathing Problem,Respiratory Acute Onset Distress,Radiculopathy,3
2574,Breathing Problem,Respiratory Acute Onset Distress,Respiratory Failure,5
2577,Breathing Problem,Respiratory Acute Onset Distress,Rheumatic Disorder Of Bmitral And Aortic Valves,2
2578,Breathing Problem,Respiratory Acute Onset Distress,Secondary Malignant Neoplasm Of Lung,2
2579,Breathing Problem,Respiratory Acute Onset Distress,Sepsis,97
2580,Breathing Problem,Respiratory Acute Onset Distress,Severe Persistent Asthma,2
2582,Breathing Problem,Respiratory Acute Onset Distress,Shortness Of Breath,22
2588,Breathing Problem,Respiratory Acute Onset Distress,Streptococcal Sepsis,2
2591,Breathing Problem,Respiratory Acute Onset Distress,Syncope And Collapse,4
2595,Breathing Problem,Respiratory Acute Onset Distress,Urinary Tract Infection,4
2598,Breathing Problem,Respiratory Acute Onset Distress,Viral Pneumonia,2
2599,Breathing Problem,Respiratory Acute Onset Distress,Weakness,3
2601,Breathing Problem,Respiratory Acute Onset Distress,Wheezing,3
2604,Breathing Problem,Respiratory Arrest,Acute Respiratory Failure,2
2605,Breathing Problem,Respiratory Arrest,Alcohol Dependence,2
2611,Breathing Problem,Respiratory Arrest,Pneumonitis,2
2613,Breathing Problem,Respiratory Arrest,Sepsis,4
2621,Breathing Problem,Respiratory Asthma,Acidosis,2
2622,Breathing Problem,Respiratory Asthma,Acute And Chronic Respiratory Failure,3
2625,Breathing Problem,Respiratory Asthma,Acute Laryngotracheitis,2
2629,Breathing Problem,Respiratory Asthma,Acute Respiratory Failure,10
2631,Breathing Problem,Respiratory Asthma,Alcohol Abuse,3
2632,Breathing Problem,Respiratory Asthma,Asthma,44
2634,Breathing Problem,Respiratory Asthma,Bronchitis,2
2635,Breathing Problem,Respiratory Asthma,Chronic Obstructive Pulmonary Disease,9
2637,Breathing Problem,Respiratory Asthma,Diseases Of Vocal Cords,3
2638,Breathing Problem,Respiratory Asthma,Dyspnea,4
2642,Breathing Problem,Respiratory Asthma,Hyp Hrt & Chr Kdny Dis,2
2648,Breathing Problem,Respiratory Asthma,Moderate Persistent Asthma,2
2650,Breathing Problem,Respiratory Asthma,NonSt Elevation Nstemi Myocardial Infarction,2
2651,Breathing Problem,Respiratory Asthma,Pneumonia,5
2655,Breathing Problem,Respiratory Asthma,Sepsis,5
2656,Breathing Problem,Respiratory Asthma,Severe Persistent Asthma,3
2657,Breathing Problem,Respiratory Asthma,Shortness Of Breath,3
2662,Breathing Problem,Respiratory Bronchospasm Acute Onset,Acute And Chronic Respiratory Failure,2
2665,Breathing Problem,Respiratory Bronchospasm Acute Onset,Bronchitis,3
2666,Breathing Problem,Respiratory Bronchospasm Acute Onset,Chronic Obstructive Pulmonary Disease,2
2674,Breathing Problem,Respiratory Copd Chronic Obstructive Pulmonary Disease,Acute And Chronic Respiratory Failure,14
2675,Breathing Problem,Respiratory Copd Chronic Obstructive Pulmonary Disease,Acute Respiratory Failure,13
2681,Breathing Problem,Respiratory Copd Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,33
2683,Breathing Problem,Respiratory Copd Chronic Obstructive Pulmonary Disease,Dyspnea,3
